,name,rating,date,heading,review,rating_num,date_dt,heading_len,review_len,heading_clean,review_clean
1265,Diane S.,3.0 star rating,10/6/2021,just ok,"they are a greens drink. don’t make me feel any different and the price tag is much higher compared to other organic greens you can now get on the market. mild taste, def drinkable. i just feel that if you eat healthy and get your veggies in, this is not necessary.",3,10/6/2021,2,51,['ok'],"['drink', 'make', 'feel', 'different', 'price', 'tag', 'much', 'higher', 'compared', 'organic', 'get', 'market', 'mild', 'taste', 'def', 'drinkable', 'feel', 'eat', 'healthy', 'get', 'veggie', 'necessary']"
1266,Daniel H.,3.0 star rating,10/6/2021,"good source of nutrients, high price","i will not be renewing subscription, cost per dose is not reasonable",3,10/6/2021,6,12,"['good', 'source', 'nutrient', 'high', 'price']","['renewing', 'subscription', 'cost', 'per', 'dose', 'reasonable']"
1267,Roger J.,5.0 star rating,10/6/2021,excellent!!!!,wonderful source of minerals 😁,5,10/6/2021,1,5,['excellent'],"['wonderful', 'source', 'mineral']"
1268,Barbara L.,5.0 star rating,10/6/2021,feeling excellent,it’s been nearly two months since i started drinking athletic greens every morning. i feel stronger. i don’t feel hungry like i used to. the little packets work great for traveling. i’m thankful that i found your product.,5,10/6/2021,2,38,"['feeling', 'excellent']","['nearly', 'two', 'month', 'since', 'started', 'drinking', 'every', 'morning', 'feel', 'stronger', 'feel', 'hungry', 'like', 'used', 'little', 'packet', 'work', 'great', 'traveling', 'im', 'thankful', 'found', 'product']"
1269,Sharm C.,5.0 star rating,10/6/2021,feeling healthy,been using for 4 week. noticed an up tick in energy and focus. am able to intermittent fasting for longer which is an added benefit.,5,10/6/2021,2,25,"['feeling', 'healthy']","['using', '4', 'week', 'noticed', 'tick', 'energy', 'focus', 'able', 'intermittent', 'fasting', 'longer', 'added', 'benefit']"
1270,Wade 4.,4.0 star rating,10/6/2021,great product,"i’m very pleased with ag. i like knowing that, first thing in the morning, i’ve done so much for my health.",4,10/6/2021,2,21,"['great', 'product']","['im', 'pleased', 'ag', 'like', 'knowing', 'first', 'thing', 'morning', 'ive', 'done', 'much', 'health']"
1272,Andrew P.,4.0 star rating,10/6/2021,impressive,i drink athletic greens every morning. helps tremendously with my energy levels and clear thinking. great stuff.,4,10/6/2021,1,17,['impressive'],"['drink', 'every', 'morning', 'help', 'tremendously', 'energy', 'level', 'clear', 'thinking', 'great', 'stuff']"
1273,Thaddeus W.,5.0 star rating,10/6/2021,like the product. just dont,"like the product. just dont use everyday, so suspended the monthly subscription",5,10/6/2021,5,12,"['like', 'product']","['like', 'product', 'use', 'everyday', 'suspended', 'monthly', 'subscription']"
1274,Erica H.,5.0 star rating,10/6/2021,amazing,i love athletic greens. i’m a teacher and not a coffee drinker so this really wakes me up and gets me through the day. sometimes i drink it just in water and other days i add it to my smoothie. both are delish!,5,10/6/2021,1,43,['amazing'],"['love', 'im', 'teacher', 'coffee', 'drinker', 'really', 'wake', 'get', 'day', 'sometimes', 'drink', 'water', 'day', 'add', 'smoothie', 'delish']"
1275,Angie S.,5.0 star rating,10/6/2021,the best!!,this stuff is absolutely amazing! taste good. and just knowing that i’m getting my greens in daily with just 8 oz of water and a scoop of greens makes me feel awesome! this really has helped my digestive system and just makes me feel better overall. been taking daily for the last three months and will continue.,5,10/6/2021,2,57,['best'],"['stuff', 'absolutely', 'amazing', 'taste', 'good', 'knowing', 'im', 'getting', 'daily', '8', 'oz', 'water', 'scoop', 'make', 'feel', 'awesome', 'really', 'helped', 'digestive', 'system', 'make', 'feel', 'better', 'overall', 'taking', 'daily', 'last', 'three', 'month', 'continue']"
1276,Michelle W.,5.0 star rating,10/6/2021,love this product,love this product,5,10/6/2021,3,3,"['love', 'product']","['love', 'product']"
1277,Candice D.,5.0 star rating,10/6/2021,absolutely need this!,"i have enjoyed using this product for 2 months now. i can tell a difference when i don’t take it post workout. it has helped my recovery and many other things. i feel so good these days, thank you !!",5,10/6/2021,3,40,"['absolutely', 'need']","['enjoyed', 'using', 'product', '2', 'month', 'tell', 'difference', 'take', 'post', 'workout', 'helped', 'recovery', 'many', 'thing', 'feel', 'good', 'day', 'thank']"
1278,sophia k.,5.0 star rating,10/6/2021,feeling great after 40 days,i’m finding that i’m feeling really good after 40 days on athletic greens . i fell as though my body is finally getting what it really needs. it seems good is sometimes not enough with all the extra toxins and stress that it ensures with modern day life and this is filling the spots. thanks ag for the support that my body and mind needs 🙏🏽,5,10/6/2021,5,66,"['feeling', 'great', '40', 'day']","['im', 'finding', 'im', 'feeling', 'really', 'good', '40', 'day', 'fell', 'though', 'body', 'finally', 'getting', 'really', 'need', 'seems', 'good', 'sometimes', 'enough', 'extra', 'toxin', 'stress', 'ensures', 'modern', 'day', 'life', 'filling', 'spot', 'thanks', 'ag', 'support', 'body', 'mind', 'need']"
1279,Laura B.,5.0 star rating,10/6/2021,all the goodness in one drink!,"this product has made my health life better. now, i simply add the micronutrients that complement ag.  i have taken good care of my health for many years so my system welcomed a healthier, more natural, and complete way of supplying those vitamins, antioxidants, probiotics, and even the well researched goodness of mushrooms. i look forward...read moreread more about review stating all the goodness in one drink! to ag first thing in the morning! read lessread less about review stating all the goodness in one drink!",5,10/6/2021,6,87,"['goodness', 'one', 'drink']","['product', 'made', 'health', 'life', 'better', 'simply', 'add', 'micronutrient', 'complement', 'ag', 'taken', 'good', 'care', 'health', 'many', 'year', 'system', 'welcomed', 'healthier', 'natural', 'complete', 'way', 'supplying', 'vitamin', 'antioxidant', 'probiotic', 'even', 'well', 'researched', 'goodness', 'mushroom', 'look', 'forwardread', 'moreread', 'review', 'stating', 'goodness', 'one', 'drink', 'ag', 'first', 'thing', 'morning', 'read', 'lessread', 'le', 'review', 'stating', 'goodness', 'one', 'drink']"
1280,Nathan M.,5.0 star rating,10/6/2021,great taste,works great easy to use and blend in shakes,5,10/6/2021,2,9,"['great', 'taste']","['work', 'great', 'easy', 'use', 'blend', 'shake']"
1281,Mathew M.,5.0 star rating,10/6/2021,i’m 19 and i love it,"i’m a very athletic and active 19 year old, i’ve been taking it for about 5months now and it has helped a lot. i’m not as sore now, and a big one for me, early morning aren’t that bad after i drink it. it's a great habit with all the amazing benefits.",5,10/6/2021,6,52,"['im', '19', 'love']","['im', 'active', '19', 'year', 'old', 'ive', 'taking', '5months', 'helped', 'lot', 'im', 'sore', 'big', 'one', 'early', 'morning', 'bad', 'drink', 'great', 'habit', 'amazing', 'benefit']"
1282,Liyan J.,5.0 star rating,10/6/2021,i love this product..ag gives,i love this product..ag gives more energy to workout .thank you so much .,5,10/6/2021,5,14,"['love', 'productag', 'give']","['love', 'productag', 'give', 'energy', 'workout', 'thank', 'much']"
1283,Bernard C.,4.0 star rating,10/6/2021,very happy with the prompt,very happy with the prompt service and also the product,4,10/6/2021,5,10,"['happy', 'prompt']","['happy', 'prompt', 'service', 'also', 'product']"
1284,patty h.,4.0 star rating,10/5/2021,i love this product!,i love this product but a bit expensive and should not have a shipping charge on top of this expensive cost. i dont know how long i can afford to buy this.,4,10/5/2021,4,32,"['love', 'product']","['love', 'product', 'bit', 'expensive', 'shipping', 'charge', 'top', 'expensive', 'cost', 'know', 'long', 'afford', 'buy']"
1285,Brian V.,5.0 star rating,10/5/2021,everyday use,"yes, i use it everyday, it's essential to my daily process of health and wellness.",5,10/5/2021,2,15,"['everyday', 'use']","['yes', 'use', 'everyday', 'essential', 'daily', 'process', 'health', 'wellness']"
1286,Sandi M.,5.0 star rating,10/5/2021,improved digestive health,"since starting ag1 about 6 weeks ago, i have less bloating and gas. i’m very pleased with the results so far.",5,10/5/2021,3,21,"['improved', 'digestive', 'health']","['since', 'starting', 'ag1', '6', 'week', 'ago', 'le', 'bloating', 'gas', 'im', 'pleased', 'result', 'far']"
1287,Alex W.,5.0 star rating,10/5/2021,amazing product!,"i was skeptical at first, because im that type of person. but after using for 2 months i've gotta say, this stuff is amazing! the energy it gives makes it a perfect morning routine drink! no more energy drinks every morning as long as i've got my athletic greens!",5,10/5/2021,2,49,"['amazing', 'product']","['skeptical', 'first', 'im', 'type', 'person', 'using', '2', 'month', 'ive', 'got', 'ta', 'say', 'stuff', 'amazing', 'energy', 'give', 'make', 'perfect', 'morning', 'routine', 'drink', 'energy', 'drink', 'every', 'morning', 'long', 'ive', 'got']"
1288,Zachary C.,4.0 star rating,10/5/2021,"love athletic greens, but haven't received my second order yet.",still waiting for my second shipment of athletic greens. it has been about two weeks. other than that athletic greens is the bomb dot com!,4,10/5/2021,10,25,"['love', 'received', 'second', 'order', 'yet']","['still', 'waiting', 'second', 'shipment', 'two', 'week', 'bomb', 'dot', 'com']"
1289,JUSTINE G.,5.0 star rating,10/5/2021,5-star supplement,"ag offers an amazing product that has made impact on my daily health regiment, and well-being, in a very short period of time. there is truly no better nutritional vitamin supplement product on the market!",5,10/5/2021,2,35,"['5star', 'supplement']","['ag', 'offer', 'amazing', 'product', 'made', 'impact', 'daily', 'health', 'regiment', 'wellbeing', 'short', 'period', 'time', 'truly', 'better', 'nutritional', 'vitamin', 'supplement', 'product', 'market']"
1290,Benoit P.,4.0 star rating,10/5/2021,i like it but please work on the taste,"hi! i like athletic greens and it definitely helps my energy level and mood. but after 2 months, i still have a hard time getting over the taste (works better blended in a smoothie). i fail to understand why something so healthy has to taste so artificial. i would much prefer have a minty or lemony taste. bubblegum might be better suited for a kid...read moreread more about review stating i like it but please work on the taste's product but as a grown up i would much more enjoy a more natural taste. hopefully, we get more options in the near future. that being said, the benefits are worth the taste ;) read lessread less about review stating i like it but please work on the taste",4,10/5/2021,9,128,"['like', 'please', 'work', 'taste']","['hi', 'like', 'definitely', 'help', 'energy', 'level', 'mood', '2', 'month', 'still', 'hard', 'time', 'getting', 'taste', 'work', 'better', 'blended', 'smoothie', 'fail', 'understand', 'something', 'healthy', 'taste', 'artificial', 'would', 'much', 'prefer', 'minty', 'lemony', 'taste', 'bubblegum', 'might', 'better', 'suited', 'kidread', 'moreread', 'review', 'stating', 'like', 'please', 'work', 'taste', 'product', 'grown', 'would', 'much', 'enjoy', 'natural', 'taste', 'hopefully', 'get', 'option', 'near', 'future', 'said', 'benefit', 'worth', 'taste', 'read', 'lessread', 'le', 'review', 'stating', 'like', 'please', 'work', 'taste']"
1291,Sarah C.,4.0 star rating,10/5/2021,"really expensive, but one of the best products out there","i cringe at the price tag every month, but then never end up cancelling my subscription because i haven't ben able to find another powder that comes close to the content and quality of this one. the taste is not bad, and it is just bursting with vitamins and nutrients that support my health. so for now, i will continue buying it, even though it re...read moreread more about review stating really expensive, but one of the best products out thereally hurts to pay it. read lessread less about review stating really expensive, but one of the best products out there",4,10/5/2021,10,101,"['really', 'expensive', 'one', 'best', 'product']","['cringe', 'price', 'tag', 'every', 'month', 'never', 'end', 'cancelling', 'subscription', 'ben', 'able', 'find', 'another', 'powder', 'come', 'close', 'content', 'quality', 'one', 'taste', 'bad', 'bursting', 'vitamin', 'nutrient', 'support', 'health', 'continue', 'buying', 'even', 'though', 'reread', 'moreread', 'review', 'stating', 'really', 'expensive', 'one', 'best', 'product', 'thereally', 'hurt', 'pay', 'read', 'lessread', 'le', 'review', 'stating', 'really', 'expensive', 'one', 'best', 'product']"
1292,Gina P.,5.0 star rating,10/5/2021,greens!,enjoy the greens every morning post workout or even on their own. makes the day better!,5,10/5/2021,1,16,[],"['enjoy', 'every', 'morning', 'post', 'workout', 'even', 'make', 'day', 'better']"
1293,Whitney S.,5.0 star rating,10/5/2021,fantastic!,"i love the taste, the ease, and trust the ingredients and the source!",5,10/5/2021,1,13,['fantastic'],"['love', 'taste', 'ease', 'trust', 'ingredient', 'source']"
1294,Dolf D.,5.0 star rating,10/5/2021,health in a pouch,"i feel so happy when my order of athletic greens arrives because i know for the next 30 days both my wife and i will get the vitamins, minerals and nutrients we need on a daily basis. that is piece of mind,",5,10/5/2021,4,42,"['health', 'pouch']","['feel', 'happy', 'order', 'arrives', 'know', 'next', '30', 'day', 'wife', 'get', 'vitamin', 'mineral', 'nutrient', 'need', 'daily', 'basis', 'piece', 'mind']"
1295,Chris L.,3.0 star rating,10/5/2021,second month,i'm into my second month on ag and haven't really noticed much of a difference other than its a bit more tedious than just taking a multivitamin.,3,10/5/2021,2,27,"['second', 'month']","['im', 'second', 'month', 'ag', 'really', 'noticed', 'much', 'difference', 'bit', 'tedious', 'taking', 'multivitamin']"
